Scena,Frame_Num,Lidar_Token,Occlusion_Index,Area_m2,Distanza_m,Prob_Auto,Prob_Pedone,Prob_Camion,Prob_Bicicletta,Prob_Moto,Prob_Bus,Prob_Rimorchio,Prob_Barriera,Prob_Cono,Prob_Altro,Oggetto_Piu_Probabile,Prob_Massima,Sintesi
Scena 1 (cc8c0b),6,fca0353274424116948fa1f10be1fc29,41,37.591,8.89,0.0197,0.95,0.0032,0.1658,0.0748,0.0,0.0,0.0541,0.0658,0.026,Pedone,0.95,Forte indizio di presenza: Pedone (95.0%) in base alla memoria temporale causale.
Scena 1 (cc8c0b),6,fca0353274424116948fa1f10be1fc29,42,2.754,36.34,0.0,0.15,0.0,0.075,0.05,0.0,0.0,0.01,0.05,0.01,Pedone,0.15,Area probabilmente libera o con ostacoli minori (Pedone al 15.0%).
Scena 1 (cc8c0b),6,fca0353274424116948fa1f10be1fc29,43,35.239,29.68,0.01,0.2,0.0,0.05,0.01,0.0,0.0,0.2,0.1,0.1,Pedone,0.2,Presenza potenziale: Pedone (20.0%) stimata sulla superficie semantica di appoggio.
Scena 1 (cc8c0b),6,fca0353274424116948fa1f10be1fc29,44,1.922,37.87,0.01,0.2,0.0,0.05,0.01,0.0,0.0,0.2,0.1,0.1,Pedone,0.2,Presenza potenziale: Pedone (20.0%) stimata sulla superficie semantica di appoggio.
Scena 1 (cc8c0b),6,fca0353274424116948fa1f10be1fc29,45,8.73,32.63,0.0133,0.1674,0.0,0.1152,0.0687,0.0,0.0,0.0761,0.0674,0.0446,Pedone,0.1674,Area probabilmente libera o con ostacoli minori (Pedone al 16.7%).
Scena 1 (cc8c0b),6,fca0353274424116948fa1f10be1fc29,46,26.807,28.84,0.01,0.2,0.0,0.05,0.01,0.0,0.0,0.2,0.1,0.1,Pedone,0.2,Presenza potenziale: Pedone (20.0%) stimata sulla superficie semantica di appoggio.
Scena 1 (cc8c0b),6,fca0353274424116948fa1f10be1fc29,47,0.707,35.89,0.03,0.35,0.01,0.2,0.02,0.0,0.0,0.15,0.1,0.05,Pedone,0.35,Presenza potenziale: Pedone (35.0%) stimata sulla superficie semantica di appoggio.
Scena 1 (cc8c0b),6,fca0353274424116948fa1f10be1fc29,48,5.931,34.37,0.015,0.15,0.0,0.15,0.1,0.0,0.0,0.01,0.05,0.015,Pedone,0.15,Area probabilmente libera o con ostacoli minori (Pedone al 15.0%).
Scena 1 (cc8c0b),6,fca0353274424116948fa1f10be1fc29,49,6.353,48.38,0.01,0.2,0.0,0.05,0.01,0.0,0.0,0.2,0.1,0.1,Pedone,0.2,Presenza potenziale: Pedone (20.0%) stimata sulla superficie semantica di appoggio.
Scena 1 (cc8c0b),6,fca0353274424116948fa1f10be1fc29,50,2.408,33.96,0.0,0.15,0.0,0.075,0.05,0.0,0.0,0.01,0.05,0.01,Pedone,0.15,Area probabilmente libera o con ostacoli minori (Pedone al 15.0%).
Scena 1 (cc8c0b),6,fca0353274424116948fa1f10be1fc29,51,28.809,28.9,0.3,0.12,0.1,0.15,0.1,0.064,0.025,0.01,0.05,0.04,Auto,0.3,Presenza potenziale: Auto (30.0%) stimata sulla superficie semantica di appoggio.
Scena 1 (cc8c0b),7,bba3bbf8fb5b443d91ce478600ac3b49,0,117.598,22.02,0.0153,0.24,0.0027,0.09,0.0127,0.0,0.0,0.1867,0.1,0.0867,Pedone,0.24,Presenza potenziale: Pedone (24.0%) stimata sulla superficie semantica di appoggio.
Scena 1 (cc8c0b),7,bba3bbf8fb5b443d91ce478600ac3b49,1,94.087,20.36,0.0133,0.225,0.0017,0.075,0.0117,0.0,0.0,0.1917,0.1,0.0917,Pedone,0.225,Presenza potenziale: Pedone (22.5%) stimata sulla superficie semantica di appoggio.
Scena 1 (cc8c0b),7,bba3bbf8fb5b443d91ce478600ac3b49,2,119.602,17.02,0.0161,0.2459,0.0031,0.0959,0.0131,0.0,0.0,0.1847,0.1,0.0847,Pedone,0.2459,Presenza potenziale: Pedone (24.6%) stimata sulla superficie semantica di appoggio.
Scena 1 (cc8c0b),7,bba3bbf8fb5b443d91ce478600ac3b49,3,121.254,17.41,0.0135,0.95,0.0018,0.0764,0.0118,0.0,0.0,0.1912,0.95,0.0912,Pedone,0.95,Forte indizio di presenza: Pedone (95.0%) in base alla memoria temporale causale.
Scena 1 (cc8c0b),7,bba3bbf8fb5b443d91ce478600ac3b49,4,52.825,18.3,0.0149,0.2366,0.0024,0.0866,0.0124,0.0,0.0,0.1878,0.1,0.0878,Pedone,0.2366,Presenza potenziale: Pedone (23.7%) stimata sulla superficie semantica di appoggio.
Scena 1 (cc8c0b),7,bba3bbf8fb5b443d91ce478600ac3b49,5,55.609,17.27,0.0135,0.2264,0.0018,0.0764,0.0118,0.0,0.0,0.1912,0.1,0.0912,Pedone,0.2264,Presenza potenziale: Pedone (22.6%) stimata sulla superficie semantica di appoggio.
Scena 1 (cc8c0b),7,bba3bbf8fb5b443d91ce478600ac3b49,6,134.139,18.76,0.0164,0.2483,0.0032,0.0989,0.0136,0.0,0.0,0.1822,0.0996,0.083,Pedone,0.2483,Presenza potenziale: Pedone (24.8%) stimata sulla superficie semantica di appoggio.
Scena 1 (cc8c0b),7,bba3bbf8fb5b443d91ce478600ac3b49,7,125.925,20.33,0.0291,0.3377,0.0094,0.1969,0.0249,0.0,0.0,0.1414,0.0969,0.0478,Pedone,0.3377,Presenza potenziale: Pedone (33.8%) stimata sulla superficie semantica di appoggio.
Scena 1 (cc8c0b),7,bba3bbf8fb5b443d91ce478600ac3b49,8,124.716,21.3,0.0178,0.2583,0.0039,0.1085,0.014,0.0,0.0,0.1802,0.0999,0.0804,Pedone,0.2583,Presenza potenziale: Pedone (25.8%) stimata sulla superficie semantica di appoggio.
Scena 1 (cc8c0b),7,bba3bbf8fb5b443d91ce478600ac3b49,9,91.83,18.74,0.0289,0.3348,0.0092,0.1962,0.0261,0.0,0.0,0.1393,0.0962,0.0473,Pedone,0.3348,Presenza potenziale: Pedone (33.5%) stimata sulla superficie semantica di appoggio.
Scena 1 (cc8c0b),7,bba3bbf8fb5b443d91ce478600ac3b49,10,189.169,14.19,0.0438,0.3271,0.0134,0.1943,0.0292,0.0018,0.0006,0.1339,0.0943,0.0477,Pedone,0.3271,Presenza potenziale: Pedone (32.7%) stimata sulla superficie semantica di appoggio.
Scena 1 (cc8c0b),7,bba3bbf8fb5b443d91ce478600ac3b49,11,195.844,13.33,0.0857,0.3025,0.0286,0.1897,0.0365,0.0132,0.0052,0.1211,0.0897,0.0479,Pedone,0.3025,Presenza potenziale: Pedone (30.2%) stimata sulla superficie semantica di appoggio.
Scena 1 (cc8c0b),7,bba3bbf8fb5b443d91ce478600ac3b49,12,203.982,22.62,0.2458,0.175,0.1608,0.1592,0.0849,0.0628,0.0384,0.0278,0.0548,0.049,Auto,0.2458,Presenza potenziale: Auto (24.6%) stimata sulla superficie semantica di appoggio.
Scena 1 (cc8c0b),7,bba3bbf8fb5b443d91ce478600ac3b49,13,22.02,33.57,0.3,0.12,0.1,0.15,0.1,0.064,0.025,0.01,0.05,0.04,Auto,0.3,Presenza potenziale: Auto (30.0%) stimata sulla superficie semantica di appoggio.
Scena 1 (cc8c0b),7,bba3bbf8fb5b443d91ce478600ac3b49,14,50.646,28.66,0.01,0.2,0.0,0.05,0.01,0.0,0.0,0.2,0.1,0.1,Pedone,0.2,Presenza potenziale: Pedone (20.0%) stimata sulla superficie semantica di appoggio.
Scena 1 (cc8c0b),7,bba3bbf8fb5b443d91ce478600ac3b49,15,23.325,24.7,0.01,0.2,0.0,0.05,0.01,0.0,0.0,0.2,0.1,0.1,Pedone,0.2,Presenza potenziale: Pedone (20.0%) stimata sulla superficie semantica di appoggio.
Scena 1 (cc8c0b),7,bba3bbf8fb5b443d91ce478600ac3b49,16,6.086,32.76,0.0131,0.2236,0.0016,0.0736,0.0116,0.0,0.0,0.1921,0.1,0.0921,Pedone,0.2236,Presenza potenziale: Pedone (22.4%) stimata sulla superficie semantica di appoggio.
Scena 1 (cc8c0b),7,bba3bbf8fb5b443d91ce478600ac3b49,17,28.392,37.14,0.0123,0.217,0.0011,0.067,0.0111,0.0,0.0,0.1943,0.1,0.0943,Pedone,0.217,Presenza potenziale: Pedone (21.7%) stimata sulla superficie semantica di appoggio.
Scena 1 (cc8c0b),7,bba3bbf8fb5b443d91ce478600ac3b49,18,43.488,31.28,0.01,0.2,0.0,0.05,0.01,0.0,0.0,0.2,0.1,0.1,Pedone,0.2,Presenza potenziale: Pedone (20.0%) stimata sulla superficie semantica di appoggio.
Scena 1 (cc8c0b),7,bba3bbf8fb5b443d91ce478600ac3b49,19,74.431,39.19,0.0103,0.1974,0.0,0.0552,0.0147,0.0,0.0,0.19,0.0974,0.0955,Pedone,0.1974,Area probabilmente libera o con ostacoli minori (Pedone al 19.7%).
Scena 1 (cc8c0b),7,bba3bbf8fb5b443d91ce478600ac3b49,20,49.664,37.47,0.01,0.2,0.0,0.05,0.01,0.0,0.0,0.2,0.1,0.1,Pedone,0.2,Presenza potenziale: Pedone (20.0%) stimata sulla superficie semantica di appoggio.
Scena 1 (cc8c0b),7,bba3bbf8fb5b443d91ce478600ac3b49,21,1.565,29.57,0.01,0.2,0.0,0.05,0.01,0.0,0.0,0.2,0.1,0.1,Pedone,0.2,Presenza potenziale: Pedone (20.0%) stimata sulla superficie semantica di appoggio.
Scena 1 (cc8c0b),7,bba3bbf8fb5b443d91ce478600ac3b49,22,1.858,31.54,0.01,0.2,0.0,0.05,0.01,0.0,0.0,0.2,0.1,0.1,Pedone,0.2,Presenza potenziale: Pedone (20.0%) stimata sulla superficie semantica di appoggio.
Scena 1 (cc8c0b),7,bba3bbf8fb5b443d91ce478600ac3b49,23,12.807,32.1,0.01,0.2,0.0,0.05,0.01,0.0,0.0,0.2,0.1,0.1,Pedone,0.2,Presenza potenziale: Pedone (20.0%) stimata sulla superficie semantica di appoggio.
Scena 1 (cc8c0b),7,bba3bbf8fb5b443d91ce478600ac3b49,24,10.085,26.29,0.01,0.2,0.0,0.05,0.01,0.0,0.0,0.2,0.1,0.1,Pedone,0.2,Presenza potenziale: Pedone (20.0%) stimata sulla superficie semantica di appoggio.
Scena 1 (cc8c0b),7,bba3bbf8fb5b443d91ce478600ac3b49,25,8.465,54.74,0.0997,0.2098,0.0268,0.1502,0.0669,0.0096,0.003,0.0722,0.0699,0.0445,Pedone,0.2098,Presenza potenziale: Pedone (21.0%) stimata sulla superficie semantica di appoggio.
Scena 1 (cc8c0b),7,bba3bbf8fb5b443d91ce478600ac3b49,26,8.795,40.87,0.0266,0.3243,0.0083,0.1743,0.0183,0.0,0.0,0.1586,0.1,0.0586,Pedone,0.3243,Presenza potenziale: Pedone (32.4%) stimata sulla superficie semantica di appoggio.
Scena 1 (cc8c0b),7,bba3bbf8fb5b443d91ce478600ac3b49,27,8.216,40.13,0.1239,0.3151,0.0409,0.1871,0.0771,0.0127,0.0029,0.0244,0.0539,0.0283,Pedone,0.3151,Presenza potenziale: Pedone (31.5%) stimata sulla superficie semantica di appoggio.
Scena 1 (cc8c0b),7,bba3bbf8fb5b443d91ce478600ac3b49,28,1.223,35.91,0.0148,0.2483,0.0049,0.1365,0.0352,0.0,0.0,0.0788,0.0746,0.0297,Pedone,0.2483,Presenza potenziale: Pedone (24.8%) stimata sulla superficie semantica di appoggio.
Scena 1 (cc8c0b),7,bba3bbf8fb5b443d91ce478600ac3b49,29,0.786,20.69,0.01,0.2,0.0,0.05,0.01,0.0,0.0,0.2,0.1,0.1,Pedone,0.2,Presenza potenziale: Pedone (20.0%) stimata sulla superficie semantica di appoggio.
Scena 1 (cc8c0b),7,bba3bbf8fb5b443d91ce478600ac3b49,30,3.77,45.56,0.01,0.2,0.0,0.05,0.01,0.0,0.0,0.2,0.1,0.1,Pedone,0.2,Presenza potenziale: Pedone (20.0%) stimata sulla superficie semantica di appoggio.
Scena 1 (cc8c0b),7,bba3bbf8fb5b443d91ce478600ac3b49,31,81.025,18.98,0.0196,0.2724,0.0048,0.1224,0.0148,0.0,0.0,0.1759,0.1,0.0759,Pedone,0.2724,Presenza potenziale: Pedone (27.2%) stimata sulla superficie semantica di appoggio.
Scena 1 (cc8c0b),7,bba3bbf8fb5b443d91ce478600ac3b49,32,4.554,41.47,0.0274,0.3304,0.0087,0.1804,0.0187,0.0,0.0,0.1565,0.1,0.0565,Pedone,0.3304,Presenza potenziale: Pedone (33.0%) stimata sulla superficie semantica di appoggio.
Scena 1 (cc8c0b),7,bba3bbf8fb5b443d91ce478600ac3b49,33,100.712,10.12,0.1585,0.95,0.102,0.1187,0.0566,0.0403,0.0252,0.0982,0.0748,0.0687,Pedone,0.95,Forte indizio di presenza: Pedone (95.0%) in base alla memoria temporale causale.
Scena 1 (cc8c0b),7,bba3bbf8fb5b443d91ce478600ac3b49,34,4.471,35.63,0.0412,0.3353,0.0206,0.1471,0.05,0.0041,0.0,0.0141,0.05,0.0141,Pedone,0.3353,Presenza potenziale: Pedone (33.5%) stimata sulla superficie semantica di appoggio.
Scena 1 (cc8c0b),7,bba3bbf8fb5b443d91ce478600ac3b49,35,0.179,12.3,0.003,0.1652,0.0,0.0674,0.0379,0.0,0.0,0.0676,0.0652,0.0373,Pedone,0.1652,Area probabilmente libera o con ostacoli minori (Pedone al 16.5%).
Scena 1 (cc8c0b),7,bba3bbf8fb5b443d91ce478600ac3b49,36,27.223,27.84,0.01,0.2,0.0,0.05,0.01,0.0,0.0,0.2,0.1,0.1,Pedone,0.2,Presenza potenziale: Pedone (20.0%) stimata sulla superficie semantica di appoggio.
Scena 1 (cc8c0b),7,bba3bbf8fb5b443d91ce478600ac3b49,37,3.502,36.26,0.0126,0.174,0.0,0.102,0.0568,0.0,0.0,0.1012,0.074,0.0558,Pedone,0.174,Area probabilmente libera o con ostacoli minori (Pedone al 17.4%).
Scena 1 (cc8c0b),7,bba3bbf8fb5b443d91ce478600ac3b49,38,3.749,35.75,0.0501,0.3392,0.0207,0.1922,0.0773,0.0041,0.0,0.0182,0.0515,0.0181,Pedone,0.3392,Presenza potenziale: Pedone (33.9%) stimata sulla superficie semantica di appoggio.
Scena 1 (cc8c0b),7,bba3bbf8fb5b443d91ce478600ac3b49,39,14.374,34.88,0.0185,0.2645,0.0044,0.1161,0.0152,0.0,0.0,0.1741,0.0989,0.0762,Pedone,0.2645,Presenza potenziale: Pedone (26.5%) stimata sulla superficie semantica di appoggio.
Scena 1 (cc8c0b),7,bba3bbf8fb5b443d91ce478600ac3b49,40,1.382,38.0,0.0,0.15,0.0,0.075,0.05,0.0,0.0,0.01,0.05,0.01,Pedone,0.15,Area probabilmente libera o con ostacoli minori (Pedone al 15.0%).
Scena 1 (cc8c0b),7,bba3bbf8fb5b443d91ce478600ac3b49,41,3.087,43.16,0.0296,0.3471,0.0098,0.1971,0.0198,0.0,0.0,0.151,0.1,0.051,Pedone,0.3471,Presenza potenziale: Pedone (34.7%) stimata sulla superficie semantica di appoggio.
Scena 1 (cc8c0b),7,bba3bbf8fb5b443d91ce478600ac3b49,42,0.84,37.52,0.0,0.15,0.0,0.075,0.05,0.0,0.0,0.01,0.05,0.01,Pedone,0.15,Area probabilmente libera o con ostacoli minori (Pedone al 15.0%).
Scena 1 (cc8c0b),7,bba3bbf8fb5b443d91ce478600ac3b49,43,23.187,27.11,0.126,0.19,0.034,0.16,0.084,0.0128,0.004,0.038,0.06,0.034,Pedone,0.19,Area probabilmente libera o con ostacoli minori (Pedone al 19.0%).
Scena 1 (cc8c0b),8,6d62c08a571148b69ce69a8fca44b72f,0,174.088,24.45,0.0149,0.2369,0.0025,0.0869,0.0125,0.0,0.0,0.1877,0.1,0.0877,Pedone,0.2369,Presenza potenziale: Pedone (23.7%) stimata sulla superficie semantica di appoggio.
Scena 1 (cc8c0b),8,6d62c08a571148b69ce69a8fca44b72f,1,47.763,20.61,0.0131,0.2236,0.0016,0.0736,0.0116,0.0,0.0,0.1921,0.1,0.0921,Pedone,0.2236,Presenza potenziale: Pedone (22.4%) stimata sulla superficie semantica di appoggio.
Scena 1 (cc8c0b),8,6d62c08a571148b69ce69a8fca44b72f,2,128.502,18.25,0.0176,0.2569,0.0038,0.1069,0.0138,0.0,0.0,0.181,0.1,0.081,Pedone,0.2569,Presenza potenziale: Pedone (25.7%) stimata sulla superficie semantica di appoggio.
Scena 1 (cc8c0b),8,6d62c08a571148b69ce69a8fca44b72f,3,109.99,17.13,0.0144,0.2329,0.0022,0.0829,0.0122,0.0,0.0,0.189,0.1,0.089,Pedone,0.2329,Presenza potenziale: Pedone (23.3%) stimata sulla superficie semantica di appoggio.
Scena 1 (cc8c0b),8,6d62c08a571148b69ce69a8fca44b72f,4,58.681,28.83,0.026,0.3202,0.008,0.1702,0.018,0.0,0.0,0.1599,0.1,0.0599,Pedone,0.3202,Presenza potenziale: Pedone (32.0%) stimata sulla superficie semantica di appoggio.
Scena 1 (cc8c0b),8,6d62c08a571148b69ce69a8fca44b72f,5,62.551,16.44,0.0134,0.2257,0.0017,0.0757,0.0117,0.0,0.0,0.1914,0.1,0.0914,Pedone,0.2257,Presenza potenziale: Pedone (22.6%) stimata sulla superficie semantica di appoggio.
Scena 1 (cc8c0b),8,6d62c08a571148b69ce69a8fca44b72f,6,136.224,16.78,0.0184,0.263,0.0042,0.1131,0.0143,0.0,0.0,0.1786,0.0999,0.0788,Pedone,0.263,Presenza potenziale: Pedone (26.3%) stimata sulla superficie semantica di appoggio.
Scena 1 (cc8c0b),8,6d62c08a571148b69ce69a8fca44b72f,7,145.869,17.73,0.0156,0.2406,0.0028,0.0935,0.0145,0.0,0.0,0.1825,0.099,0.0845,Pedone,0.2406,Presenza potenziale: Pedone (24.1%) stimata sulla superficie semantica di appoggio.
Scena 1 (cc8c0b),8,6d62c08a571148b69ce69a8fca44b72f,8,129.897,23.38,0.0198,0.95,0.0049,0.1239,0.0152,0.0,0.0,0.174,0.0996,0.0747,Pedone,0.95,Forte indizio di presenza: Pedone (95.0%) in base alla memoria temporale causale.
Scena 1 (cc8c0b),8,6d62c08a571148b69ce69a8fca44b72f,9,65.764,20.69,0.0149,0.95,0.0024,0.0866,0.0124,0.0,0.0,0.1878,0.1,0.0878,Pedone,0.95,Forte indizio di presenza: Pedone (95.0%) in base alla memoria temporale causale.
Scena 1 (cc8c0b),8,6d62c08a571148b69ce69a8fca44b72f,10,85.279,16.06,0.0142,0.2283,0.002,0.0842,0.0156,0.0,0.0,0.1824,0.098,0.0865,Pedone,0.2283,Presenza potenziale: Pedone (22.8%) stimata sulla superficie semantica di appoggio.
Scena 1 (cc8c0b),8,6d62c08a571148b69ce69a8fca44b72f,11,186.351,12.32,0.119,0.95,0.0397,0.1835,0.0464,0.0211,0.0082,0.1038,0.0835,0.0467,Pedone,0.95,Forte indizio di presenza: Pedone (95.0%) in base alla memoria temporale causale.
Scena 1 (cc8c0b),8,6d62c08a571148b69ce69a8fca44b72f,12,16.879,18.94,0.0212,0.2527,0.01,0.1202,0.0466,0.0018,0.0,0.0275,0.0556,0.0163,Pedone,0.2527,Presenza potenziale: Pedone (25.3%) stimata sulla superficie semantica di appoggio.
Scena 1 (cc8c0b),8,6d62c08a571148b69ce69a8fca44b72f,13,24.407,26.85,0.1285,0.2385,0.0384,0.16,0.0828,0.0135,0.0036,0.0284,0.0543,0.0342,Pedone,0.2385,Presenza potenziale: Pedone (23.8%) stimata sulla superficie semantica di appoggio.
Scena 1 (cc8c0b),8,6d62c08a571148b69ce69a8fca44b72f,14,8.423,37.34,0.3,0.12,0.1,0.15,0.1,0.064,0.025,0.01,0.05,0.04,Auto,0.3,Presenza potenziale: Auto (30.0%) stimata sulla superficie semantica di appoggio.
Scena 1 (cc8c0b),8,6d62c08a571148b69ce69a8fca44b72f,15,13.695,32.09,0.0098,0.1992,0.0,0.0504,0.0106,0.0,0.0,0.1969,0.0992,0.0986,Pedone,0.1992,Area probabilmente libera o con ostacoli minori (Pedone al 19.9%).
Scena 1 (cc8c0b),8,6d62c08a571148b69ce69a8fca44b72f,16,20.548,33.46,0.01,0.2,0.0,0.05,0.01,0.0,0.0,0.2,0.1,0.1,Pedone,0.2,Presenza potenziale: Pedone (20.0%) stimata sulla superficie semantica di appoggio.
Scena 1 (cc8c0b),8,6d62c08a571148b69ce69a8fca44b72f,17,96.671,19.34,0.014,0.2304,0.002,0.0805,0.0121,0.0,0.0,0.1896,0.0999,0.0897,Pedone,0.2304,Presenza potenziale: Pedone (23.0%) stimata sulla superficie semantica di appoggio.
Scena 1 (cc8c0b),8,6d62c08a571148b69ce69a8fca44b72f,18,34.482,32.01,0.01,0.2,0.0,0.05,0.01,0.0,0.0,0.2,0.1,0.1,Pedone,0.2,Presenza potenziale: Pedone (20.0%) stimata sulla superficie semantica di appoggio.
Scena 1 (cc8c0b),8,6d62c08a571148b69ce69a8fca44b72f,19,11.225,30.59,0.0122,0.2168,0.0011,0.0668,0.0111,0.0,0.0,0.1944,0.1,0.0944,Pedone,0.2168,Presenza potenziale: Pedone (21.7%) stimata sulla superficie semantica di appoggio.
Scena 1 (cc8c0b),8,6d62c08a571148b69ce69a8fca44b72f,20,2.727,35.49,0.01,0.2,0.0,0.05,0.01,0.0,0.0,0.2,0.1,0.1,Pedone,0.2,Presenza potenziale: Pedone (20.0%) stimata sulla superficie semantica di appoggio.
Scena 1 (cc8c0b),8,6d62c08a571148b69ce69a8fca44b72f,21,51.209,35.75,0.01,0.2,0.0,0.05,0.01,0.0,0.0,0.2,0.1,0.1,Pedone,0.2,Presenza potenziale: Pedone (20.0%) stimata sulla superficie semantica di appoggio.
Scena 1 (cc8c0b),8,6d62c08a571148b69ce69a8fca44b72f,22,32.967,33.21,0.01,0.2,0.0,0.05,0.01,0.0,0.0,0.2,0.1,0.1,Pedone,0.2,Presenza potenziale: Pedone (20.0%) stimata sulla superficie semantica di appoggio.
Scena 1 (cc8c0b),8,6d62c08a571148b69ce69a8fca44b72f,23,14.326,30.71,0.01,0.2,0.0,0.05,0.01,0.0,0.0,0.2,0.1,0.1,Pedone,0.2,Presenza potenziale: Pedone (20.0%) stimata sulla superficie semantica di appoggio.
Scena 1 (cc8c0b),8,6d62c08a571148b69ce69a8fca44b72f,24,23.193,33.03,0.01,0.2,0.0,0.05,0.01,0.0,0.0,0.2,0.1,0.1,Pedone,0.2,Presenza potenziale: Pedone (20.0%) stimata sulla superficie semantica di appoggio.
Scena 1 (cc8c0b),8,6d62c08a571148b69ce69a8fca44b72f,25,0.733,36.15,0.01,0.2,0.0,0.05,0.01,0.0,0.0,0.2,0.1,0.1,Pedone,0.2,Presenza potenziale: Pedone (20.0%) stimata sulla superficie semantica di appoggio.
Scena 1 (cc8c0b),8,6d62c08a571148b69ce69a8fca44b72f,26,26.279,24.71,0.01,0.2,0.0,0.05,0.01,0.0,0.0,0.2,0.1,0.1,Pedone,0.2,Presenza potenziale: Pedone (20.0%) stimata sulla superficie semantica di appoggio.
Scena 1 (cc8c0b),8,6d62c08a571148b69ce69a8fca44b72f,27,11.599,52.03,0.1216,0.1849,0.0326,0.1511,0.0813,0.0124,0.0039,0.045,0.0613,0.0379,Pedone,0.1849,Area probabilmente libera o con ostacoli minori (Pedone al 18.5%).
Scena 1 (cc8c0b),8,6d62c08a571148b69ce69a8fca44b72f,28,21.519,37.48,0.018,0.2612,0.0042,0.1145,0.016,0.0,0.0,0.1706,0.0978,0.075,Pedone,0.2612,Presenza potenziale: Pedone (26.1%) stimata sulla superficie semantica di appoggio.
Scena 1 (cc8c0b),8,6d62c08a571148b69ce69a8fca44b72f,29,28.254,25.3,0.01,0.2,0.0,0.05,0.01,0.0,0.0,0.2,0.1,0.1,Pedone,0.2,Presenza potenziale: Pedone (20.0%) stimata sulla superficie semantica di appoggio.
Scena 1 (cc8c0b),8,6d62c08a571148b69ce69a8fca44b72f,30,5.868,31.88,0.0257,0.2858,0.0113,0.1424,0.0407,0.0016,0.0,0.0549,0.0654,0.024,Pedone,0.2858,Presenza potenziale: Pedone (28.6%) stimata sulla superficie semantica di appoggio.
Scena 1 (cc8c0b),8,6d62c08a571148b69ce69a8fca44b72f,31,4.356,42.86,0.01,0.2,0.0,0.05,0.01,0.0,0.0,0.2,0.1,0.1,Pedone,0.2,Presenza potenziale: Pedone (20.0%) stimata sulla superficie semantica di appoggio.
Scena 1 (cc8c0b),8,6d62c08a571148b69ce69a8fca44b72f,32,119.372,18.18,0.0489,0.3184,0.0147,0.1921,0.0326,0.0025,0.0008,0.1279,0.0921,0.0468,Pedone,0.3184,Presenza potenziale: Pedone (31.8%) stimata sulla superficie semantica di appoggio.
Scena 1 (cc8c0b),8,6d62c08a571148b69ce69a8fca44b72f,33,48.735,13.83,0.2687,0.1019,0.1784,0.1392,0.0903,0.0714,0.0446,0.0305,0.0554,0.0554,Auto,0.2687,Presenza potenziale: Auto (26.9%) stimata sulla superficie semantica di appoggio.
Scena 1 (cc8c0b),8,6d62c08a571148b69ce69a8fca44b72f,34,0.166,38.74,0.05,0.375,0.025,0.1625,0.05,0.005,0.0,0.015,0.05,0.015,Pedone,0.375,Presenza potenziale: Pedone (37.5%) stimata sulla superficie semantica di appoggio.
Scena 1 (cc8c0b),8,6d62c08a571148b69ce69a8fca44b72f,35,9.487,31.84,0.0368,0.2654,0.0128,0.1756,0.0872,0.0026,0.0,0.0126,0.05,0.0163,Pedone,0.2654,Presenza potenziale: Pedone (26.5%) stimata sulla superficie semantica di appoggio.
Scena 1 (cc8c0b),8,6d62c08a571148b69ce69a8fca44b72f,36,0.192,24.14,0.01,0.2,0.0,0.05,0.01,0.0,0.0,0.2,0.1,0.1,Pedone,0.2,Presenza potenziale: Pedone (20.0%) stimata sulla superficie semantica di appoggio.
Scena 1 (cc8c0b),8,6d62c08a571148b69ce69a8fca44b72f,37,29.286,26.13,0.01,0.2,0.0,0.05,0.01,0.0,0.0,0.2,0.1,0.1,Pedone,0.2,Presenza potenziale: Pedone (20.0%) stimata sulla superficie semantica di appoggio.
Scena 1 (cc8c0b),8,6d62c08a571148b69ce69a8fca44b72f,38,48.587,47.19,0.0709,0.2043,0.0214,0.0904,0.0294,0.0128,0.005,0.1551,0.09,0.0812,Pedone,0.2043,Presenza potenziale: Pedone (20.4%) stimata sulla superficie semantica di appoggio.
Scena 1 (cc8c0b),8,6d62c08a571148b69ce69a8fca44b72f,39,0.563,37.56,0.0,0.15,0.0,0.075,0.05,0.0,0.0,0.01,0.05,0.01,Pedone,0.15,Area probabilmente libera o con ostacoli minori (Pedone al 15.0%).
Scena 1 (cc8c0b),8,6d62c08a571148b69ce69a8fca44b72f,40,22.886,25.3,0.01,0.2,0.0,0.05,0.01,0.0,0.0,0.2,0.1,0.1,Pedone,0.2,Presenza potenziale: Pedone (20.0%) stimata sulla superficie semantica di appoggio.
Scena 1 (cc8c0b),8,6d62c08a571148b69ce69a8fca44b72f,41,8.623,31.74,0.0382,0.2727,0.0136,0.1773,0.0864,0.0027,0.0,0.0127,0.05,0.0164,Pedone,0.2727,Presenza potenziale: Pedone (27.3%) stimata sulla superficie semantica di appoggio.
Scena 1 (cc8c0b),8,6d62c08a571148b69ce69a8fca44b72f,42,1.527,34.09,0.0061,0.1835,0.0006,0.0727,0.0315,0.0,0.0,0.0975,0.0739,0.0498,Pedone,0.1835,Area probabilmente libera o con ostacoli minori (Pedone al 18.4%).
Scena 1 (cc8c0b),8,6d62c08a571148b69ce69a8fca44b72f,43,9.794,39.86,0.0204,0.2782,0.0053,0.1295,0.0159,0.0,0.0,0.1704,0.0992,0.0721,Pedone,0.2782,Presenza potenziale: Pedone (27.8%) stimata sulla superficie semantica di appoggio.
